ID,Instancia,Método,Parámetro,T. ejecución,T. construcción,T. mejora,V. total,V. solapamiento,V. 8h,V. 6h,V. tiempo muerto,V. créditos
1624998297591,t3.123.33,first,1,83,25,58,24,24,0,0,0,0
1624998297722,t3.123.33,first,1,88,16,72,24,24,0,0,0,0
1624998297825,t3.123.33,first,1,84,21,63,24,24,0,0,0,0
1624998297940,t3.123.33,first,1,85,15,70,24,24,0,0,0,0
1624998298057,t3.123.33,first,1,96,15,81,24,24,0,0,0,0
1624998298202,t3.123.33,first,1,84,16,68,24,24,0,0,0,0
1624998298291,t3.123.33,first,1,84,27,57,24,24,0,0,0,0
1624998298422,t3.123.33,first,1,87,16,71,24,24,0,0,0,0
1624998298524,t3.123.33,first,1,102,29,73,24,24,0,0,0,0
1624998298657,t3.123.33,first,1,84,15,69,24,24,0,0,0,0
1624998298741,t3.123.33,first,1,98,25,73,24,24,0,0,0,0
1624998298839,t3.123.33,first,1,88,31,57,24,24,0,0,0,0
1624998298989,t3.123.33,first,1,85,16,69,24,24,0,0,0,0
1624998299090,t3.123.33,first,1,84,16,68,24,24,0,0,0,0
1624998299206,t3.123.33,first,1,82,14,68,24,24,0,0,0,0
1624998299306,t3.123.33,first,1,87,0,87,24,24,0,0,0,0
1624998299426,t3.123.33,first,1,84,16,68,24,24,0,0,0,0
1624998299524,t3.123.33,first,1,88,0,88,24,24,0,0,0,0
1624998299690,t3.123.33,first,1,100,16,84,24,24,0,0,0,0
1624998299790,t3.123.33,first,1,82,21,61,24,24,0,0,0,0
1624998299872,t3.123.33,first,1,86,16,70,24,24,0,0,0,0
1624998299989,t3.123.33,first,1,89,32,57,24,24,0,0,0,0
1624998300172,t3.123.33,first,1,99,31,68,24,24,0,0,0,0
1624998300271,t3.123.33,first,1,77,14,63,24,24,0,0,0,0
1624998300373,t3.123.33,first,1,99,15,84,24,24,0,0,0,0
1624998300472,t3.123.33,first,1,85,26,59,24,24,0,0,0,0
1624998300572,t3.123.33,first,1,100,15,85,24,24,0,0,0,0
1624998300672,t3.123.33,first,1,86,0,86,24,24,0,0,0,0
1624998300789,t3.123.33,first,1,85,25,60,24,24,0,0,0,0
1624998300890,t3.123.33,first,1,97,29,68,24,24,0,0,0,0
1624998300987,t3.123.33,first,1,88,16,72,24,24,0,0,0,0
1624998301090,t3.123.33,first,1,98,30,68,24,24,0,0,0,0
1624998301188,t3.123.33,first,1,86,20,66,24,24,0,0,0,0
1624998301305,t3.123.33,first,1,84,0,84,24,24,0,0,0,0
1624998301421,t3.123.33,first,1,86,15,71,24,24,0,0,0,0
1624998301539,t3.123.33,first,1,84,22,62,24,24,0,0,0,0
