Instancia;Método;Parámetro;T. ejecución;V. total;V. solapamiento;V. 8h;V. 6h;V. tiempo muerto;V. créditos
t1.2;first;3;6;12;12;0;0;0;0
t1.2;first;3;4;31;12;0;0;19;0
t1.2;first;3;4;12;12;0;0;0;0
t1.2;first;3;3;60;60;0;0;0;0
t1.2;first;3;4;36;36;0;0;0;0
t1.2;first;3;3;43;24;0;0;19;0
t1.2;first;3;4;12;12;0;0;0;0
t1.2;first;3;8;12;12;0;0;0;0
t1.2;first;4;5;24;24;0;0;0;0
t1.2;first;4;3;12;12;0;0;0;0
t1.2;first;4;4;24;24;0;0;0;0
t1.2;first;4;3;12;12;0;0;0;0
t1.2;first;4;9;31;12;0;0;19;0
t1.2;first;4;4;43;24;0;0;19;0
t1.2;first;4;4;43;24;0;0;19;0
t1.2;first;4;4;36;36;0;0;0;0
t1.2;first;4;5;105;48;0;0;57;0
t1.2;first;4;3;24;24;0;0;0;0
t1.2;first;4;3;19;0;0;0;19;0
t1.2;first;4;4;43;24;0;0;19;0
t1.2;first;4;3;0;0;0;0;0;0
t1.2;first;4;4;43;24;0;0;19;0
t1.2;first;4;4;72;72;0;0;0;0
t1.2;first;4;4;48;48;0;0;0;0
t1.2;first;4;4;31;12;0;0;19;0
t1.2;first;4;4;12;12;0;0;0;0
t1.2;first;4;4;12;12;0;0;0;0
t1.2;first;4;4;12;12;0;0;0;0
t1.2;first;4;4;19;0;0;0;19;0
t1.2;first;4;3;36;36;0;0;0;0
t1.2;first;4;3;36;36;0;0;0;0
t1.2;first;4;3;55;36;0;0;19;0
t1.2;first;4;6;48;48;0;0;0;0
t1.2;first;4;8;31;12;0;0;19;0
t1.2;first;4;3;19;0;0;0;19;0
t1.2;first;4;3;12;12;0;0;0;0
t1.2;first;4;2;19;0;0;0;19;0
t1.2;first;4;5;24;24;0;0;0;0
t1.2;first;4;6;12;12;0;0;0;0
t1.2;first;4;5;0;0;0;0;0;0
t1.2;first;4;4;12;12;0;0;0;0
t1.2;first;4;5;24;24;0;0;0;0
t1.2;first;4;3;12;12;0;0;0;0
t1.2;first;4;3;36;36;0;0;0;0
t1.2;first;4;4;68;36;0;0;32;0
t1.2;first;4;8;36;36;0;0;0;0
t1.2;first;4;5;24;24;0;0;0;0
t1.2;first;4;3;138;24;29;0;85;0
t1.2;first;4;4;48;48;0;0;0;0
t1.2;first;4;6;24;24;0;0;0;0
t1.2;first;4;5;36;36;0;0;0;0
t1.2;first;4;4;0;0;0;0;0;0
t1.2;first;4;3;12;12;0;0;0;0
t1.2;first;4;2;48;48;0;0;0;0
t1.2;first;4;3;55;36;0;0;19;0
t1.2;first;4;3;150;36;29;0;85;0
t1.2;first;4;5;67;48;0;0;19;0
t1.2;first;4;4;43;24;0;0;19;0
t1.2;first;5;3;67;48;0;0;19;0
t1.2;first;5;4;24;24;0;0;0;0
t1.2;first;5;5;24;24;0;0;0;0
t1.2;first;5;4;48;48;0;0;0;0
t1.2;first;5;4;62;24;0;0;38;0
t1.2;first;5;4;31;12;0;0;19;0
t1.2;first;5;4;36;36;0;0;0;0
t1.2;first;5;3;24;24;0;0;0;0
t1.2;first;5;3;24;24;0;0;0;0
t1.2;first;5;4;60;60;0;0;0;0
t1.2;first;5;5;36;36;0;0;0;0
t1.2;first;5;6;12;12;0;0;0;0
t1.2;first;5;11;67;48;0;0;19;0
t1.2;first;5;3;19;0;0;0;19;0
t1.2;first;5;4;12;12;0;0;0;0
t1.2;first;5;2;0;0;0;0;0;0
t1.2;first;5;7;24;24;0;0;0;0
t1.2;first;5;3;12;12;0;0;0;0
t1.2;first;5;6;98;60;0;0;38;0
t1.2;first;5;8;0;0;0;0;0;0
t1.2;first;5;5;55;36;0;0;19;0
t1.2;first;5;6;12;12;0;0;0;0
t1.2;first;5;6;62;24;0;0;38;0
t1.2;first;5;4;19;0;0;0;19;0
t1.2;first;5;4;24;24;0;0;0;0
t1.2;first;5;4;62;24;0;0;38;0
t1.2;first;5;4;24;24;0;0;0;0
t1.2;first;5;4;12;12;0;0;0;0
t1.2;first;5;3;68;36;0;0;32;0
t1.2;first;5;3;74;36;0;0;38;0
t1.2;first;5;5;110;72;0;0;38;0
t1.2;first;5;5;48;48;0;0;0;0
t1.2;first;5;4;12;12;0;0;0;0
t1.2;first;5;3;31;12;0;0;19;0
t1.2;first;5;5;49;36;0;0;13;0
t1.2;first;5;3;36;36;0;0;0;0
t1.2;first;5;3;24;24;0;0;0;0
t1.2;first;5;3;43;24;0;0;19;0
t1.2;first;5;4;12;12;0;0;0;0
t1.2;first;5;4;19;0;0;0;19;0
t1.2;first;5;2;24;24;0;0;0;0
t1.2;first;5;3;12;12;0;0;0;0
t1.2;first;5;4;31;12;0;0;19;0
t1.2;first;5;4;37;24;0;0;13;0
t1.2;first;5;6;55;36;0;0;19;0
t1.2;first;5;3;24;24;0;0;0;0
t1.2;first;5;3;12;12;0;0;0;0
t1.2;first;5;6;48;48;0;0;0;0
t1.2;first;5;4;55;36;0;0;19;0
t1.2;first;5;6;91;72;0;0;19;0
t1.2;first;6;7;24;24;0;0;0;0
t1.2;first;6;4;84;84;0;0;0;0
t1.2;first;6;8;24;24;0;0;0;0
t1.2;first;6;4;138;24;29;0;85;0
t1.2;first;6;4;86;48;0;0;38;0
t1.2;first;6;6;43;24;0;0;19;0
t1.2;first;6;4;86;48;0;0;38;0
t1.2;first;6;5;98;60;0;0;38;0
t1.2;first;6;4;43;24;0;0;19;0
t1.2;first;6;4;43;24;0;0;19;0
t1.2;first;6;5;55;36;0;0;19;0
t1.2;first;6;5;68;36;0;0;32;0
t1.2;first;6;5;12;12;0;0;0;0
t1.2;first;6;4;55;36;0;0;19;0
t1.2;first;6;3;48;48;0;0;0;0
t1.2;first;6;3;36;36;0;0;0;0
t1.2;first;6;10;31;12;0;0;19;0
t1.2;first;6;3;169;36;41;0;92;0
t1.2;first;6;5;61;48;0;0;13;0
t1.2;first;6;4;24;24;0;0;0;0
t1.2;first;6;4;55;36;0;0;19;0
t1.2;first;6;4;72;72;0;0;0;0
t1.2;first;6;4;56;24;0;0;32;0
t1.2;first;6;4;24;24;0;0;0;0
t1.2;first;6;4;43;24;0;0;19;0
t1.2;first;6;4;12;12;0;0;0;0
t1.2;first;6;4;55;36;0;0;19;0
t1.2;first;6;7;205;72;29;0;104;0
t1.2;first;6;3;36;36;0;0;0;0
t1.2;first;6;3;31;12;0;0;19;0
t1.2;first;6;4;37;24;0;0;13;0
t1.2;first;6;5;91;72;0;0;19;0
t1.2;first;6;5;48;48;0;0;0;0
t1.2;first;6;2;24;24;0;0;0;0
t1.2;first;6;6;67;48;0;0;19;0
t1.2;first;6;5;24;24;0;0;0;0
t1.2;first;6;2;0;0;0;0;0;0
t1.2;first;6;8;91;72;0;0;19;0
t1.2;first;6;4;67;48;0;0;19;0
t1.2;first;6;5;56;24;0;0;32;0
t1.2;first;6;8;103;84;0;0;19;0
t1.2;first;6;5;43;24;0;0;19;0
t1.2;first;6;5;67;48;0;0;19;0
t1.2;first;6;5;55;36;0;0;19;0
t1.2;first;6;3;43;24;0;0;19;0
t1.2;first;6;5;43;24;0;0;19;0
t1.2;first;6;6;157;36;29;0;92;0
t1.2;first;6;3;43;24;0;0;19;0
t1.2;first;6;4;43;24;0;0;19;0
t1.2;first;6;6;67;48;0;0;19;0
t1.2;first;7;4;24;24;0;0;0;0
t1.2;first;7;3;44;12;0;0;32;0
t1.2;first;7;2;31;12;0;0;19;0
t1.2;first;7;3;19;0;0;0;19;0
t1.2;first;7;6;43;24;0;0;19;0
t1.2;first;7;3;19;0;0;0;19;0
t1.2;first;7;3;72;72;0;0;0;0
t1.2;first;7;6;24;24;0;0;0;0
t1.2;first;7;4;55;36;0;0;19;0
t1.2;first;7;4;0;0;0;0;0;0
t1.2;first;7;5;24;24;0;0;0;0
t1.2;first;7;3;68;36;0;0;32;0
t1.2;first;7;3;12;12;0;0;0;0
t1.2;first;7;4;43;24;0;0;19;0
t1.2;first;7;4;138;24;41;0;73;0
t1.2;first;7;6;86;48;0;0;38;0
t1.2;first;7;3;24;24;0;0;0;0
t1.2;first;7;6;48;48;0;0;0;0
t1.2;first;7;3;60;60;0;0;0;0
t1.2;first;7;9;174;60;41;0;73;0
t1.2;first;7;3;36;36;0;0;0;0
t1.2;first;7;7;49;36;0;0;13;0
t1.2;first;7;6;162;48;41;0;73;0
t1.2;first;7;5;138;36;29;0;73;0
t1.2;first;7;4;67;48;0;0;19;0
t1.2;first;7;4;73;60;0;0;13;0
t1.2;first;7;4;48;48;0;0;0;0
t1.2;first;7;2;55;36;0;0;19;0
t1.2;first;7;4;150;48;29;0;73;0
t1.2;first;7;3;24;24;0;0;0;0
t1.2;first;7;5;24;24;0;0;0;0
t1.2;first;7;3;86;48;0;0;38;0
t1.2;first;7;6;115;96;0;0;19;0
t1.2;first;7;5;79;60;0;0;19;0
t1.2;first;7;3;48;48;0;0;0;0
t1.2;first;7;6;36;36;0;0;0;0
t1.2;first;7;7;43;24;0;0;19;0
t1.2;first;7;3;0;0;0;0;0;0
t1.2;first;7;4;24;24;0;0;0;0
t1.2;first;7;4;67;48;0;0;19;0
t1.2;first;7;7;73;60;0;0;13;0
t1.2;first;7;4;126;24;29;0;73;0
t1.2;first;7;3;67;48;0;0;19;0
t1.2;first;7;3;36;36;0;0;0;0
t1.2;first;7;4;48;48;0;0;0;0
t1.2;first;7;3;43;24;0;0;19;0
t1.2;first;7;5;169;24;41;0;104;0
t1.2;first;7;4;68;36;0;0;32;0
t1.2;first;7;4;103;84;0;0;19;0
t1.2;first;7;4;24;24;0;0;0;0
t1.2;first;8;3;55;36;0;0;19;0
t1.2;first;8;3;31;12;0;0;19;0
t1.2;first;8;4;48;48;0;0;0;0
t1.2;first;8;4;55;36;0;0;19;0
t1.2;first;8;4;24;24;0;0;0;0
t1.2;first;8;5;24;24;0;0;0;0
t1.2;first;8;4;12;12;0;0;0;0
t1.2;first;8;4;31;12;0;0;19;0
t1.2;first;8;4;60;60;0;0;0;0
t1.2;first;8;4;31;12;0;0;19;0
t1.2;first;8;6;56;24;0;0;32;0
t1.2;first;8;4;19;0;0;0;19;0
t1.2;first;8;3;56;24;0;0;32;0
t1.2;first;8;3;31;12;0;0;19;0
t1.2;first;8;3;72;72;0;0;0;0
t1.2;first;8;3;43;24;0;0;19;0
t1.2;first;8;4;24;24;0;0;0;0
t1.2;first;8;7;248;96;41;0;111;0
t1.2;first;8;3;86;48;0;0;38;0
t1.2;first;8;3;12;12;0;0;0;0
t1.2;first;8;4;43;24;0;0;19;0
t1.2;first;8;4;79;60;0;0;19;0
t1.2;first;8;3;55;36;0;0;19;0
t1.2;first;8;5;73;60;0;0;13;0
t1.2;first;8;9;55;36;0;0;19;0
t1.2;first;8;3;62;24;0;0;38;0
t1.2;first;8;4;55;36;0;0;19;0
t1.2;first;8;3;0;0;0;0;0;0
t1.2;first;8;6;55;36;0;0;19;0
t1.2;first;8;5;24;24;0;0;0;0
t1.2;first;8;8;200;36;41;0;123;0
t1.2;first;8;4;79;60;0;0;19;0
t1.2;first;8;5;50;12;0;0;38;0
t1.2;first;8;6;67;48;0;0;19;0
t1.2;first;8;3;24;24;0;0;0;0
t1.2;first;8;9;104;72;0;0;32;0
t1.2;first;8;4;12;12;0;0;0;0
t1.2;first;8;3;43;24;0;0;19;0
t1.2;first;8;4;79;60;0;0;19;0
t1.2;first;8;2;55;36;0;0;19;0
t1.2;first;8;3;31;12;0;0;19;0
t1.2;first;8;5;43;24;0;0;19;0
t1.2;first;8;3;24;24;0;0;0;0
t1.2;first;8;3;48;48;0;0;0;0
t1.2;first;8;6;79;60;0;0;19;0
t1.2;first;8;6;48;48;0;0;0;0
t1.2;first;8;3;0;0;0;0;0;0
t1.2;first;8;5;181;36;41;0;104;0
t1.2;first;8;5;224;84;29;0;111;0
t1.2;first;8;4;67;48;0;0;19;0
t1.2;first;9;4;67;48;0;0;19;0
t1.2;first;9;4;0;0;0;0;0;0
t1.2;first;9;4;36;36;0;0;0;0
t1.2;first;9;2;0;0;0;0;0;0
t1.2;first;9;3;43;24;0;0;19;0
t1.2;first;9;3;55;36;0;0;19;0
t1.2;first;9;5;36;36;0;0;0;0
t1.2;first;9;5;84;84;0;0;0;0
t1.2;first;9;3;67;48;0;0;19;0
t1.2;first;9;4;67;48;0;0;19;0
t1.2;first;9;5;55;36;0;0;19;0
t1.2;first;9;4;48;48;0;0;0;0
t1.2;first;9;6;85;72;0;0;13;0
t1.2;first;9;4;72;72;0;0;0;0
t1.2;first;9;5;48;48;0;0;0;0
t1.2;first;9;4;74;36;0;0;38;0
t1.2;first;9;5;62;24;0;0;38;0
t1.2;first;9;6;186;72;41;0;73;0
t1.2;first;9;4;24;24;0;0;0;0
t1.2;first;9;4;73;60;0;0;13;0
t1.2;first;9;4;145;24;29;0;92;0
t1.2;first;9;3;19;0;0;0;19;0
t1.2;first;9;5;138;24;41;0;73;0
t1.2;first;9;4;55;36;0;0;19;0
t1.2;first;9;5;73;60;0;0;13;0
t1.2;first;9;5;193;60;29;0;104;0
t1.2;first;9;3;0;0;0;0;0;0
t1.2;first;9;3;36;36;0;0;0;0
t1.2;first;9;4;12;12;0;0;0;0
t1.2;first;9;4;55;36;0;0;19;0
t1.2;first;9;7;12;12;0;0;0;0
t1.2;first;9;5;84;84;0;0;0;0
t1.2;first;9;3;12;12;0;0;0;0
t1.2;first;9;6;43;24;0;0;19;0
t1.2;first;9;4;24;24;0;0;0;0
t1.2;first;9;4;150;48;29;0;73;0
t1.2;first;9;3;60;60;0;0;0;0
t1.2;first;9;6;96;96;0;0;0;0
t1.2;first;9;3;55;36;0;0;19;0
t1.2;first;9;3;31;12;0;0;19;0
t1.2;first;9;4;74;36;0;0;38;0
t1.2;first;9;3;0;0;0;0;0;0
t1.2;first;9;2;0;0;0;0;0;0
t1.2;first;9;2;12;12;0;0;0;0
t1.2;first;9;3;0;0;0;0;0;0
t1.2;first;9;4;36;36;0;0;0;0
t1.2;first;9;4;62;24;0;0;38;0
t1.2;first;9;5;12;12;0;0;0;0
t1.2;first;9;3;12;12;0;0;0;0
t1.2;first;9;3;43;24;0;0;19;0
t1.3;first;1;2;0;0;0;0;0;0
t1.3;first;1;2;0;0;0;0;0;0
t1.3;first;1;2;0;0;0;0;0;0
t1.3;first;1;2;0;0;0;0;0;0
t1.3;first;1;2;0;0;0;0;0;0
t1.3;first;1;2;0;0;0;0;0;0
t1.3;first;1;2;0;0;0;0;0;0
t1.3;first;1;2;0;0;0;0;0;0
t1.3;first;1;3;0;0;0;0;0;0
t1.3;first;1;2;0;0;0;0;0;0
t1.3;first;1;1;0;0;0;0;0;0
t1.3;first;1;2;0;0;0;0;0;0
t1.3;first;1;4;0;0;0;0;0;0
t1.3;first;1;3;0;0;0;0;0;0
t1.3;first;1;2;0;0;0;0;0;0
t1.3;first;1;3;0;0;0;0;0;0
t1.3;first;1;2;0;0;0;0;0;0
t1.3;first;1;2;0;0;0;0;0;0
t1.3;first;1;1;0;0;0;0;0;0
t1.3;first;1;2;0;0;0;0;0;0
t1.3;first;1;2;0;0;0;0;0;0
t1.3;first;1;2;0;0;0;0;0;0
t1.3;first;1;1;0;0;0;0;0;0
t1.3;first;1;2;0;0;0;0;0;0
t1.3;first;1;3;0;0;0;0;0;0
t1.3;first;1;4;0;0;0;0;0;0
t1.3;first;1;4;0;0;0;0;0;0
t1.3;first;1;4;0;0;0;0;0;0
t1.3;first;1;2;0;0;0;0;0;0
t1.3;first;1;3;0;0;0;0;0;0
t1.3;first;1;6;0;0;0;0;0;0
t1.3;first;1;3;0;0;0;0;0;0
t1.3;first;1;2;0;0;0;0;0;0
t1.3;first;1;2;0;0;0;0;0;0
t1.3;first;1;2;0;0;0;0;0;0
t1.3;first;1;2;0;0;0;0;0;0
t1.3;first;1;2;0;0;0;0;0;0
t1.3;first;1;2;0;0;0;0;0;0
t1.3;first;1;2;0;0;0;0;0;0
t1.3;first;1;2;0;0;0;0;0;0
t1.3;first;1;2;0;0;0;0;0;0
t1.3;first;1;2;0;0;0;0;0;0
t1.3;first;1;1;0;0;0;0;0;0
t1.3;first;1;2;0;0;0;0;0;0
t1.3;first;1;2;0;0;0;0;0;0
t1.3;first;1;4;0;0;0;0;0;0
t1.3;first;1;4;0;0;0;0;0;0
t1.3;first;1;2;0;0;0;0;0;0
t1.3;first;1;2;0;0;0;0;0;0
t1.3;first;1;2;0;0;0;0;0;0
t1.3;first;2;2;0;0;0;0;0;0
t1.3;first;2;2;12;12;0;0;0;0
t1.3;first;2;2;0;0;0;0;0;0
t1.3;first;2;3;24;24;0;0;0;0
t1.3;first;2;4;43;24;0;0;19;0
t1.3;first;2;2;0;0;0;0;0;0
t1.3;first;2;2;12;12;0;0;0;0
t1.3;first;2;3;12;12;0;0;0;0
t1.3;first;2;3;12;12;0;0;0;0
t1.3;first;2;3;0;0;0;0;0;0
t1.3;first;2;3;24;24;0;0;0;0
t1.3;first;2;3;24;24;0;0;0;0
t1.3;first;2;2;12;12;0;0;0;0
t1.3;first;2;3;0;0;0;0;0;0
t1.3;first;2;3;0;0;0;0;0;0
t1.3;first;2;2;0;0;0;0;0;0
t1.3;first;2;3;0;0;0;0;0;0
t1.3;first;2;2;12;12;0;0;0;0
t1.3;first;2;2;12;12;0;0;0;0
t1.3;first;2;2;12;12;0;0;0;0
t1.3;first;2;2;12;12;0;0;0;0
t1.3;first;2;3;0;0;0;0;0;0
t1.3;first;2;3;0;0;0;0;0;0
t1.3;first;2;2;43;24;0;0;19;0
t1.3;first;2;2;0;0;0;0;0;0
t1.3;first;2;2;0;0;0;0;0;0
t1.3;first;2;1;0;0;0;0;0;0
t1.3;first;2;2;12;12;0;0;0;0
t1.3;first;2;3;12;12;0;0;0;0
t1.3;first;2;2;12;12;0;0;0;0
t1.3;first;2;2;12;12;0;0;0;0
t1.3;first;2;3;0;0;0;0;0;0
t1.3;first;2;2;43;24;0;0;19;0
t1.3;first;2;3;24;24;0;0;0;0
t1.3;first;2;2;0;0;0;0;0;0
t1.3;first;2;2;0;0;0;0;0;0
t1.3;first;2;2;0;0;0;0;0;0
t1.3;first;2;3;0;0;0;0;0;0
t1.3;first;2;2;12;12;0;0;0;0
t1.3;first;2;1;0;0;0;0;0;0
t1.3;first;2;2;0;0;0;0;0;0
t1.3;first;2;2;24;24;0;0;0;0
t1.3;first;2;2;0;0;0;0;0;0
t1.3;first;2;3;24;24;0;0;0;0
t1.3;first;2;2;0;0;0;0;0;0
t1.3;first;2;4;24;24;0;0;0;0
t1.3;first;2;4;0;0;0;0;0;0
t1.3;first;2;2;0;0;0;0;0;0
t1.3;first;2;1;0;0;0;0;0;0
t1.3;first;2;2;0;0;0;0;0;0
t1.3;first;3;2;0;0;0;0;0;0
t1.3;first;3;2;0;0;0;0;0;0
t1.3;first;3;3;12;12;0;0;0;0
t1.3;first;3;3;24;24;0;0;0;0
t1.3;first;3;2;0;0;0;0;0;0
t1.3;first;3;2;0;0;0;0;0;0
t1.3;first;3;2;0;0;0;0;0;0
t1.3;first;3;3;0;0;0;0;0;0
t1.3;first;3;2;0;0;0;0;0;0
t1.3;first;3;2;0;0;0;0;0;0
t1.3;first;3;3;0;0;0;0;0;0
t1.3;first;3;3;24;24;0;0;0;0
t1.3;first;3;2;24;24;0;0;0;0
t1.3;first;3;2;0;0;0;0;0;0
t1.3;first;3;3;12;12;0;0;0;0
t1.3;first;3;2;24;24;0;0;0;0
t1.3;first;3;1;0;0;0;0;0;0
t1.3;first;3;2;24;24;0;0;0;0
t1.3;first;3;3;24;24;0;0;0;0
t1.3;first;3;4;12;12;0;0;0;0
t1.3;first;3;3;12;12;0;0;0;0
t1.3;first;3;3;24;24;0;0;0;0
t1.3;first;3;3;0;0;0;0;0;0
t1.3;first;3;2;24;24;0;0;0;0
t1.3;first;3;1;0;0;0;0;0;0
t1.3;first;3;3;0;0;0;0;0;0
t1.3;first;3;2;24;24;0;0;0;0
t1.3;first;3;1;0;0;0;0;0;0
t1.3;first;3;2;12;12;0;0;0;0
t1.3;first;3;2;0;0;0;0;0;0
t1.3;first;3;2;43;24;0;0;19;0
t1.3;first;3;3;0;0;0;0;0;0
t1.3;first;3;3;24;24;0;0;0;0
t1.3;first;3;3;12;12;0;0;0;0
t1.3;first;3;1;0;0;0;0;0;0
t1.3;first;3;2;0;0;0;0;0;0
t1.3;first;3;2;12;12;0;0;0;0
t1.3;first;3;3;12;12;0;0;0;0
t1.3;first;3;3;12;12;0;0;0;0
t1.3;first;3;3;24;24;0;0;0;0
t1.3;first;3;3;12;12;0;0;0;0
t1.3;first;3;2;0;0;0;0;0;0
t1.3;first;3;3;24;24;0;0;0;0
t1.3;first;3;2;0;0;0;0;0;0
t1.3;first;3;3;12;12;0;0;0;0
t1.3;first;3;3;0;0;0;0;0;0
t1.3;first;3;3;31;12;0;0;19;0
t1.3;first;3;3;0;0;0;0;0;0
t1.3;first;3;5;43;24;0;0;19;0
t1.3;first;3;2;0;0;0;0;0;0
t1.3;first;4;2;12;12;0;0;0;0
t1.3;first;4;2;12;12;0;0;0;0
t1.3;first;4;4;43;24;0;0;19;0
t1.3;first;4;2;12;12;0;0;0;0
t1.3;first;4;2;12;12;0;0;0;0
t1.3;first;4;3;24;24;0;0;0;0
t1.3;first;4;3;0;0;0;0;0;0
t1.3;first;4;2;0;0;0;0;0;0
t1.3;first;4;4;12;12;0;0;0;0
t1.3;first;4;4;24;24;0;0;0;0
t1.3;first;4;2;12;12;0;0;0;0
t1.3;first;4;2;24;24;0;0;0;0
t1.3;first;4;3;0;0;0;0;0;0
t1.3;first;4;2;12;12;0;0;0;0
t1.3;first;4;2;31;12;0;0;19;0
t1.3;first;4;2;12;12;0;0;0;0
t1.3;first;4;3;12;12;0;0;0;0
t1.3;first;4;2;0;0;0;0;0;0
t1.3;first;4;2;0;0;0;0;0;0
t1.3;first;4;2;0;0;0;0;0;0
t1.3;first;4;2;0;0;0;0;0;0
t1.3;first;4;2;0;0;0;0;0;0
t1.3;first;4;2;0;0;0;0;0;0
t1.3;first;4;2;24;24;0;0;0;0
t1.3;first;4;2;12;12;0;0;0;0
t1.3;first;4;2;0;0;0;0;0;0
t1.3;first;4;3;12;12;0;0;0;0
t1.3;first;4;3;31;12;0;0;19;0
t1.3;first;4;2;12;12;0;0;0;0
t1.3;first;4;3;12;12;0;0;0;0
t1.3;first;4;3;24;24;0;0;0;0
t1.3;first;4;2;0;0;0;0;0;0
t1.3;first;4;3;0;0;0;0;0;0
t1.3;first;4;2;24;24;0;0;0;0
t1.3;first;4;2;0;0;0;0;0;0
t1.3;first;4;3;12;12;0;0;0;0
t1.3;first;4;3;12;12;0;0;0;0
t1.3;first;4;2;24;24;0;0;0;0
t1.3;first;4;2;0;0;0;0;0;0
t1.3;first;4;3;0;0;0;0;0;0
t1.3;first;4;2;0;0;0;0;0;0
t1.3;first;4;3;12;12;0;0;0;0
t1.3;first;4;3;12;12;0;0;0;0
t1.3;first;4;3;12;12;0;0;0;0
t1.3;first;4;3;24;24;0;0;0;0
t1.3;first;4;2;36;36;0;0;0;0
t1.3;first;4;2;0;0;0;0;0;0
t1.3;first;4;3;0;0;0;0;0;0
t1.3;first;4;2;0;0;0;0;0;0
t1.3;first;4;3;0;0;0;0;0;0
t1.3;first;5;2;12;12;0;0;0;0
t1.3;first;5;2;12;12;0;0;0;0
t1.3;first;5;3;12;12;0;0;0;0
t1.3;first;5;3;24;24;0;0;0;0
t1.3;first;5;3;24;24;0;0;0;0
t1.3;first;5;2;24;24;0;0;0;0
t1.3;first;5;3;36;36;0;0;0;0
t1.3;first;5;3;24;24;0;0;0;0
t1.3;first;5;3;0;0;0;0;0;0
t1.3;first;5;3;24;24;0;0;0;0
t1.3;first;5;3;12;12;0;0;0;0
t1.3;first;5;3;12;12;0;0;0;0
t1.3;first;5;3;12;12;0;0;0;0
t1.3;first;5;4;24;24;0;0;0;0
t1.3;first;5;3;24;24;0;0;0;0
t1.3;first;5;2;12;12;0;0;0;0
t1.3;first;5;2;24;24;0;0;0;0
t1.3;first;5;2;36;36;0;0;0;0
t1.3;first;5;2;0;0;0;0;0;0
t1.3;first;5;3;12;12;0;0;0;0
t1.3;first;5;3;12;12;0;0;0;0
t1.3;first;5;3;12;12;0;0;0;0
t1.3;first;5;3;12;12;0;0;0;0
t1.3;first;5;3;12;12;0;0;0;0
t1.3;first;5;3;24;24;0;0;0;0
t1.3;first;5;2;24;24;0;0;0;0
t1.3;first;5;2;0;0;0;0;0;0
t1.3;first;5;2;0;0;0;0;0;0
t1.3;first;5;2;12;12;0;0;0;0
t1.3;first;5;2;24;24;0;0;0;0
t1.3;first;5;3;36;36;0;0;0;0
t1.3;first;5;5;36;36;0;0;0;0
t1.3;first;5;3;12;12;0;0;0;0
t1.3;first;5;2;0;0;0;0;0;0
t1.3;first;5;4;24;24;0;0;0;0
t1.3;first;5;3;12;12;0;0;0;0
t1.3;first;5;3;24;24;0;0;0;0
t1.3;first;5;4;12;12;0;0;0;0
t1.3;first;5;3;36;36;0;0;0;0
t1.3;first;5;3;24;24;0;0;0;0
t1.3;first;5;2;0;0;0;0;0;0
t1.3;first;5;2;12;12;0;0;0;0
t1.3;first;5;2;0;0;0;0;0;0
t1.3;first;5;3;12;12;0;0;0;0
t1.3;first;5;2;24;24;0;0;0;0
t1.3;first;5;3;12;12;0;0;0;0
t1.3;first;5;3;12;12;0;0;0;0
t1.3;first;5;3;24;24;0;0;0;0
t1.3;first;5;3;31;12;0;0;19;0
t1.3;first;5;3;36;36;0;0;0;0
t1.3;first;6;3;36;36;0;0;0;0
t1.3;first;6;4;12;12;0;0;0;0
t1.3;first;6;3;24;24;0;0;0;0
t1.3;first;6;3;24;24;0;0;0;0
t1.3;first;6;2;0;0;0;0;0;0
t1.3;first;6;2;24;24;0;0;0;0
t1.3;first;6;2;0;0;0;0;0;0
t1.3;first;6;2;12;12;0;0;0;0
t1.3;first;6;5;43;24;0;0;19;0
t1.3;first;6;2;12;12;0;0;0;0
t1.3;first;6;2;12;12;0;0;0;0
t1.3;first;6;4;12;12;0;0;0;0
t1.3;first;6;3;12;12;0;0;0;0
t1.3;first;6;2;0;0;0;0;0;0
t1.3;first;6;3;0;0;0;0;0;0
t1.3;first;6;3;12;12;0;0;0;0
t1.3;first;6;2;12;12;0;0;0;0
t1.3;first;6;3;12;12;0;0;0;0
t1.3;first;6;2;0;0;0;0;0;0
t1.3;first;6;4;12;12;0;0;0;0
t1.3;first;6;1;0;0;0;0;0;0
t1.3;first;6;2;0;0;0;0;0;0
t1.3;first;6;3;12;12;0;0;0;0
t1.3;first;6;1;0;0;0;0;0;0
t1.3;first;6;3;12;12;0;0;0;0
t1.3;first;6;2;0;0;0;0;0;0
t1.3;first;6;2;24;24;0;0;0;0
t1.3;first;6;1;0;0;0;0;0;0
t1.3;first;6;2;0;0;0;0;0;0
t1.3;first;6;2;0;0;0;0;0;0
t1.3;first;6;2;0;0;0;0;0;0
t1.3;first;6;3;12;12;0;0;0;0
t1.3;first;6;2;0;0;0;0;0;0
t1.3;first;6;2;24;24;0;0;0;0
t1.3;first;6;2;12;12;0;0;0;0
t1.3;first;6;2;0;0;0;0;0;0
t1.3;first;6;2;0;0;0;0;0;0
t1.3;first;6;1;0;0;0;0;0;0
t1.3;first;6;1;0;0;0;0;0;0
t1.3;first;6;2;0;0;0;0;0;0
t1.3;first;6;3;24;24;0;0;0;0
t1.3;first;6;2;24;24;0;0;0;0
t1.3;first;6;1;0;0;0;0;0;0
t1.3;first;6;2;24;24;0;0;0;0
t1.3;first;6;3;43;24;0;0;19;0
t1.3;first;6;2;0;0;0;0;0;0
t1.3;first;6;3;0;0;0;0;0;0
t1.3;first;6;3;12;12;0;0;0;0
